Time,Speed,Acceleration,EngineRPM,FuelConsumption,Distance,TestID,VehicleType,ProfileType
0.0,0.0,1.9061172405542157,800.0,50.22294789112652,0.0,sedan_highway,sedan,highway
0.10001666944490749,0.0,3.220466228024601,800.0,50.57784689505756,0.0,sedan_highway,sedan,highway
0.20003333888981498,3.4310110329975876,2.3869415135130403,800.0,31.438927240029557,0.09530586202771078,sedan_highway,sedan,highway
0.30005000833472245,5.796839210444281,4.620166989852073,800.0,49.15550735235647,0.25632917342894085,sedan_highway,sedan,highway
0.40006667777962995,4.2964947243234715,5.432758980213316,800.0,50.366033040400445,0.37567624910459285,sedan_highway,sedan,highway
0.5000833472245374,8.316300581733731,5.721036751913098,834.0947576151532,50.196407338858016,0.6066845985971965,sedan_highway,sedan,highway
0.6001000166694449,9.778966164383968,2.9070156002033087,1001.4881014057653,37.394526899184854,0.8783225476078622,sedan_highway,sedan,highway
0.7001166861143524,13.728877186441164,5.704541187931323,1375.5064066227758,49.84996225242266,1.2596802472312278,sedan_highway,sedan,highway
0.8001333555592599,11.029467290810235,4.794200689097426,1094.1881380820228,50.26796290988947,1.5660543386426233,sedan_highway,sedan,highway
0.9001500250041674,14.564668862599852,5.324331516837074,1419.672755231113,49.548774376350856,1.9706284737148416,sedan_highway,sedan,highway
1.0001666944490748,16.945861822109098,4.997335660649471,1575.4281873814195,50.02952045720105,2.4413468576623165,sedan_highway,sedan,highway
1.1001833638939824,19.3627628946907,8.200362353704545,1918.1347872003519,49.56444242534969,2.979201382514836,sedan_highway,sedan,highway
1.2002000333388898,22.72408137561021,3.192394644692012,1285.9830686922735,41.12696782738598,3.6104258651706753,sedan_highway,sedan,highway
1.3002167027837974,25.790119527478417,4.4450602948585765,1443.078901204502,50.371237694554004,4.326818074267298,sedan_highway,sedan,highway
1.4002333722287048,20.310979223045475,5.09183261199234,1125.366456509031,50.19879095904111,4.891011941574117,sedan_highway,sedan,highway
1.5002500416736124,24.946970352854535,4.421231609314782,1392.9073587508701,49.845074252610225,5.5839833402645205,sedan_highway,sedan,highway
1.6002667111185198,28.528061596276913,1.7622862460614055,1639.6678440201486,22.950970896294162,6.376429495716657,sedan_highway,sedan,highway
1.7002833805634272,30.682298272376816,7.505808332037326,1622.5151841940142,49.80456283306079,7.2287155588382355,sedan_highway,sedan,highway
1.8003000500083348,28.962234770388946,2.2916225693508974,1576.3584656708292,30.50142731589413,8.033222080237929,sedan_highway,sedan,highway
1.9003167194532422,33.82143422071266,1.460995811894911,1908.5005390683757,20.91953608671423,8.972706364146614,sedan_highway,sedan,highway
2.0003333888981496,29.07189097768615,1.5200488760525417,1573.824784771646,21.138780316020473,9.780258891304562,sedan_highway,sedan,highway
2.100350058343057,31.15785405768775,5.051799002041619,1649.0262360196393,50.63870070784187,10.645754837351445,sedan_highway,sedan,highway
2.200366727787965,33.41838624927139,1.5705803292693297,1853.764581605026,20.959760343472393,11.574043344275651,sedan_highway,sedan,highway
2.3003833972328724,38.05547297406386,6.081103867248899,2073.6242064286325,50.11464717376127,12.631139815777425,sedan_highway,sedan,highway
2.4004000666777796,36.64847881339745,4.453717132899513,2081.995937098806,50.18460001704003,13.649153116149577,sedan_highway,sedan,highway
2.5004167361226872,40.017877938734166,4.703502813827356,1740.4680849567874,50.10599217532106,14.76076083666997,sedan_highway,sedan,highway
2.600433405567595,39.17454489690687,4.795226488427584,2222.5537750476396,49.93379906879338,15.848942639361828,sedan_highway,sedan,highway
2.700450075012502,41.884691314160634,5.5257301769993745,1742.887161690204,49.99942593803094,17.012406286977402,sedan_highway,sedan,highway
2.8004667444574096,46.68688065323351,4.115412240290162,1974.6448738839736,50.11518512011095,18.309264082900555,sedan_highway,sedan,highway
2.9004834139023172,46.594793131996326,4.741624786562493,2025.9981494357717,48.7916655536968,19.603563892122676,sedan_highway,sedan,highway
3.000500083347225,47.42561997125646,4.891456021306329,1938.7377917828317,50.43938957939979,20.920942224657576,sedan_highway,sedan,highway
3.100516752792132,47.70946951271936,2.65864383604114,2032.4659725617241,35.40651922685658,22.24620526667756,sedan_highway,sedan,highway
3.2005334222370396,50.689312152512024,3.5811596400830155,2179.3176196040154,46.61786959355216,23.65424171535845,sedan_highway,sedan,highway
3.3005500916819472,51.47243955810756,2.6385986843807068,2166.959083790893,34.940415160501466,25.08403170308366,sedan_highway,sedan,highway
3.4005667611268544,53.04088048414575,2.4689765900988725,2170.612774688456,33.564126823490284,26.55738949430993,sedan_highway,sedan,highway
3.500583430571762,52.17509760314173,2.1729388495037476,2184.4894429309193,28.81371408310129,28.00669776106387,sedan_highway,sedan,highway
3.6006001000166696,52.15362737489733,1.5289161822775306,2186.3499859355657,21.048547170211716,29.455409632588793,sedan_highway,sedan,highway
3.7006167694615772,54.600602081618774,1.3544478640291153,2255.729986232184,19.56981172502649,30.972093023744872,sedan_highway,sedan,highway
3.8006334389064844,54.22448868620712,5.509250921613802,2338.2043759311805,49.24240681279361,32.47832882058396,sedan_highway,sedan,highway
3.900650108351392,55.47888663939816,2.6088184434892945,2400.363111793708,34.17766532646356,34.01940900501169,sedan_highway,sedan,highway
4.000666777796299,62.09174926204657,3.5712676907552314,1834.5499051715192,46.67426743997547,35.744179817846316,sedan_highway,sedan,highway
4.100683447241207,56.84950057317806,4.966022156443309,2229.279402622588,50.14530712575478,37.32333261154571,sedan_highway,sedan,highway
4.200700116686114,61.02888392497818,4.489109321876672,1794.8571229427364,50.29204624983548,39.01857938723955,sedan_highway,sedan,highway
4.300716786131022,63.16332856780507,-0.23769896249746125,1773.0442128155069,0.319746731901468,40.7731162919008,sedan_highway,sedan,highway
4.40073345557593,63.559283418776175,5.141315049976175,1765.327607252245,49.47516732058213,42.53865194242236,sedan_highway,sedan,highway
4.500750125020837,61.663891129551146,4.842652976264411,1763.728544717643,50.3365674409151,44.25153780713212,sedan_highway,sedan,highway
4.600766794465745,66.10386766313518,4.4916365925121795,1810.0203586478156,49.85477439101913,46.08775635333031,sedan_highway,sedan,highway
4.700783463910652,69.74565928225412,3.4724361721367742,1981.2093287901175,45.95496246340959,48.02513577783737,sedan_highway,sedan,highway
4.800800133355559,71.248274434327,4.103304827128078,1947.7839610775281,49.888705151821334,50.004254512124234,sedan_highway,sedan,highway
4.900816802800467,69.80966852862237,3.040597703326114,2009.8876412288837,39.7533659219803,51.94341197125263,sedan_highway,sedan,highway
5.0008334722453744,69.04983981838168,1.438890469345118,2027.4056457346385,20.471360455937234,53.86146307731879,sedan_highway,sedan,highway
5.100850141690282,71.57694352912218,2.572543695487198,1958.2203353555228,35.21449475660225,55.84971150868329,sedan_highway,sedan,highway
5.20086681113519,72.33566212707534,3.027810767936465,2077.7501097876416,41.0240097915759,57.85903545665761,sedan_highway,sedan,highway
5.300883480580097,75.87885308620395,3.1459227421236164,2233.8998396390825,41.7531085625006,59.96678137571883,sedan_highway,sedan,highway
5.400900150025004,75.259727910908,2.1739952846263364,2129.862463965288,31.04749498406708,62.05732937324405,sedan_highway,sedan,highway
5.500916819469912,74.7125007542042,1.8923755785610936,2217.621888934329,26.234544029358563,64.13267661641639,sedan_highway,sedan,highway
5.600933488914819,75.49013504144959,2.6202043318583392,2144.2885206860606,36.311503465602634,66.22962481201222,sedan_highway,sedan,highway
5.700950158359727,75.7419381684853,3.450517921519314,2031.4453060507576,46.42240898906096,68.3335675389146,sedan_highway,sedan,highway
5.8009668278046345,80.59522088354896,2.818843708294125,1665.269086740161,38.62666264188357,70.57232367456874,sedan_highway,sedan,highway
5.900983497249542,81.47066016964277,4.0327361305074945,1677.2534846921305,49.84829381301022,72.83539756816992,sedan_highway,sedan,highway
6.00100016669445,79.78641942913362,2.545934012560785,2243.9875088341937,34.89884826551999,75.05168699675697,sedan_highway,sedan,highway
6.101016836139356,82.74906007636308,2.042958895016163,1762.0643819792333,28.949509129315558,77.35027199887817,sedan_highway,sedan,highway
6.201033505584264,80.32461939109471,2.0968256888650387,1670.5777125469106,29.53353517876761,79.58151142640858,sedan_highway,sedan,highway
6.301050175029172,84.27254689457806,3.6809983972947435,1832.6450163617972,49.230550864766805,81.92241550681352,sedan_highway,sedan,highway
6.401066844474079,85.24494640959983,0.2035877319218642,1792.539911329319,5.542700935915974,84.29033068485796,sedan_highway,sedan,highway
6.501083513918987,86.41221654426415,4.781601817447296,1777.6517913274834,49.95327799204298,86.69067003330974,sedan_highway,sedan,highway
6.6011001833638945,83.11551799382244,0.6406404566299386,1825.194580263607,10.91052698684292,88.99943442202704,sedan_highway,sedan,highway
6.701116852808802,88.93150266249985,2.0844159381015004,1864.5505870361349,29.145568453364255,91.46975394042981,sedan_highway,sedan,highway
6.801133522253709,85.42569971651194,2.7873209105375025,1835.201535045938,37.85276345785415,93.84269004366625,sedan_highway,sedan,highway
6.901150191698616,88.99689509818253,6.3464153154754115,1947.212761474992,50.44240165335815,96.31482601861576,sedan_highway,sedan,highway
7.001166861143524,91.42939418323166,2.3217573965906197,2036.3455410830752,32.13064145149175,98.85453141259441,sedan_highway,sedan,highway
7.101183530588432,94.53906556167817,4.569201021857303,1980.2596444727635,51.029648869256576,101.48061656708548,sedan_highway,sedan,highway
7.201200200033339,93.11066597636297,2.1325561723445574,1976.087131265321,30.44056779997108,104.06702395531778,sedan_highway,sedan,highway
7.301216869478247,93.6502615558551,1.241813990292151,1964.8526220847182,19.074568884577648,106.66842010964709,sedan_highway,sedan,highway
7.4012335389231545,92.83549620840274,0.743773901214773,1912.1185488261442,13.543790119245214,109.24718389321383,sedan_highway,sedan,highway
7.501250208368061,93.66465936575753,-0.6129158445659115,2080.2391572674287,0.05804260088344097,111.84897998670709,sedan_highway,sedan,highway
7.601266877812969,95.87785858386476,1.1932517674454388,2043.6086869313526,19.35081182944212,114.51225383625889,sedan_highway,sedan,highway
7.7012835472578764,92.00741745614432,2.1034704867479306,2045.5317591397745,29.74854535715549,117.0680154322629,sedan_highway,sedan,highway
7.801300216702784,95.79811473725688,3.3194532864530757,1969.570732835689,45.383698036170685,119.72907417496448,sedan_highway,sedan,highway
7.901316886147692,96.62174308454901,4.364051496619943,1982.099720461744,49.367980583820376,122.41301148286863,sedan_highway,sedan,highway
8.001333555592598,99.63967528137307,6.255504753623683,2005.754606570997,50.180283184438814,125.18078024068454,sedan_highway,sedan,highway
8.101350225037507,103.73315127778066,2.0511935616672545,2145.7672179545625,30.565600994761375,128.06225666506734,sedan_highway,sedan,highway
8.201366894482414,103.26732601266696,3.3608798404441345,2116.8811197967225,45.82219317024166,130.93079349875254,sedan_highway,sedan,highway
8.301383563927322,99.49026314825794,3.6349943382724916,2093.9124490572203,49.696619929146756,133.6944119195375,sedan_highway,sedan,highway
8.401400233372229,102.67132679734846,0.24518275450429172,2137.0265313269047,7.9054252236533635,136.54639321946382,sedan_highway,sedan,highway
8.501416902817137,106.18266509026355,1.810334365505021,2280.8873848081435,26.750971835334393,139.49591169419335,sedan_highway,sedan,highway
8.601433572262044,104.17448023588838,2.44786130403142,2184.1317137816677,34.469646349673965,142.38964725630137,sedan_highway,sedan,highway
8.70145024170695,106.525927870576,4.480922968659257,2161.7505972488007,49.95475351173597,145.3487008082618,sedan_highway,sedan,highway
8.80146691115186,103.8964134955145,-0.4962177553572289,2194.40422147729,0.0,148.2347122942483,sedan_highway,sedan,highway
8.901483580596766,110.73698814093513,2.2400930645644834,2326.5810920675945,33.025700312604286,151.3107397426076,sedan_highway,sedan,highway
9.001500250041675,105.28947313062054,1.63836830608372,2187.829274916646,24.336934876218553,154.2354473295693,sedan_highway,sedan,highway
9.101516919486581,108.20664775210446,2.7511630554725457,2281.4387381678202,39.362804371856036,157.24118754490553,sedan_highway,sedan,highway
